holiday,show_place,类型_剧情,类型_动作,类型_犯罪,类型_悬疑,类型_爱情,类型_科幻,类型_喜剧,类型_冒险,类型_战争,类型_历史,类型_家庭,year,month,weekday,lasting_date,Avg_Review_Length,Weighted_Sentiment_Score,trend_slope,day_0,day_1, day_2, day_3,day_4,day_5,day_6,day_7,res_fc_feature
工作日,中国台湾,1,0,0,0,1,0,0,0,0,0,0,2023,8,1,30,52.203233256351,2.26380073662477,0.0,1046.02,64.47,33.57,6.96,7.31,6.17,4.83,3.88,522.4744
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2023,8,4,31,88.1285956006768,2.99762995433788,-0.0462450724994221,913.79,588.79,440.77,210.16,176.79,73.48,68.53,75.55,1786.7101
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2023,8,4,60,77.3042735042735,2.5579829994309,-0.0393830831942217,4693.55,6414.04,5837.08,3230.32,6015.86,3042.3,2615.03,2603.94,43983.42
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2023,8,4,34,92.8061749571184,2.60603387812128,-0.0131849854473377,1172.08,1223.46,915.73,466.59,381.13,171.14,159.87,94.17,518.2503
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2023,8,1,37,110.558419243986,2.5960555374501,0.198603829033472,1529.81,194.55,168.64,76.57,101.3,84.33,57.88,67.86,900.081
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2020,9,4,27,101.641996557659,3.26154264238023,-0.216605427831636,5530.99,7098.9,4276.05,2975.57,2985.86,5229.55,4441.66,5895.21,58465.96
工作日,中国大陆,0,0,0,0,0,0,0,0,1,0,0,2020,9,4,29,62.777397260274,3.45862249250655,0.0,110.86,118.36,101.94,49.19,35.86,34.41,30.9,18.63,530.548
休息日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2020,9,6,46,48.1775862068965,3.77167395572448,0.0,23.65,34.6,40.3,57.22,63.71,94.15,30.07,17.05,2492.8828
国庆节,中国大陆,1,0,0,0,0,0,0,1,0,0,0,2022,10,0,40,50.8344827586207,1.81993681145133,0.0255265387275545,485.95,173.71,107.86,77.17,52.59,30.27,31.01,22.61,502.09506
国庆节,中国大陆,0,0,0,0,0,0,1,0,0,0,1,2022,10,5,75,32.0290598290598,1.85362555222855,0.10889600424724,1346.58,1177.32,1068.91,940.05,826.74,732.59,589.17,35.72,731.0441
工作日,美国/法国/英国/中国香港/中国台湾/马耳他/西班牙/加拿大,0,1,0,0,0,1,0,1,0,1,0,2017,2,4,29,55.3091537132988,2.47375232964065,0.0222716696673711,4029.06,4655.3,3045.6,1054.4,935.34,744.39,620.69,122.79,3852.169
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,2,1,28,36.3240901213172,2.42360159193978,-0.220029369571369,3420.14,517.15,578.11,237.27,292.6,235.61,127.49,123.37,4570.598
工作日,中国大陆,1,1,0,0,0,0,0,0,0,0,0,2017,2,4,35,38.279792746114,2.1236005995308,-0.112903225806452,472.75,555.83,622.71,445.59,322.83,316.92,332.83,556.23,1428.2684
工作日,中国大陆,0,1,0,0,0,0,1,0,0,0,0,2017,2,4,29,32.6200345423143,1.73897049295077,0.0,2645.01,1669.7,1568.73,917.44,758.36,644.82,633.51,196.77,5045.559
工作日,美国/德国/法国/加拿大/南非/澳大利亚/英国/日本/中国大陆,0,1,0,0,0,1,0,0,0,0,0,2017,2,4,32,53.6187175043328,3.13821851021397,0.0,21383.19,25078.73,17466.92,6383.97,5078.66,3968.78,3248.09,3236.75,68365.19
春节,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2024,2,5,26,89.8364249578415,3.2899652322684,-0.0798053376665017,42355.85,32224.6,30386.38,28123.56,36375.43,26330.39,24740.1,19827.46,286057.44
春节,中国大陆,1,0,0,0,0,0,1,0,0,0,1,2024,2,5,26,73.0873949579832,3.58263696690494,-0.0274946983113279,19538.64,13576.51,13698.58,14272.25,18565.69,17539.76,19380.18,17660.46,190969.86
春节,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2024,2,5,26,110.733108108108,3.48982788241919,-0.0439331593918396,41773.45,36985.38,36836.33,35063.98,43027.85,30379.72,27592.87,20744.61,322954.0
春节,中国大陆,0,0,0,0,0,1,1,0,0,0,0,2024,2,5,26,67.0757314974182,3.39401805248818,-0.007792769572537,23402.45,19990.81,18254.47,16469.53,17657.7,15753.77,14986.78,12699.84,170439.89
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,10,4,24,35.6492146596859,3.09551769170271,0.214605361189714,109.48,122.96,76.81,20.51,26.62,20.82,19.53,14.92,489.22305
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2017,10,4,27,31.73828125,1.50843134997557,-0.0547192820718543,167.05,61.94,39.59,18.3,13.46,12.98,8.14,0.82,541.24634
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,10,4,31,32.2730434782609,1.63204473055369,0.0,498.08,308.1,212.74,77.02,58.06,55.52,40.28,10.01,662.3092
国庆节,中国大陆,0,1,0,0,0,1,0,0,0,0,0,2017,10,6,31,22.0069808027923,1.16150372711293,0.0466957216432426,943.43,619.68,536.99,429.86,376.69,360.85,333.97,315.66,1451.4276
工作日,中国香港/中国大陆,0,0,1,1,0,0,0,0,0,0,0,2017,10,4,30,46.139175257732,2.58251896511154,0.252880720222402,1022.78,809.96,613.55,330.66,403.75,291.84,239.57,62.52,1011.4541
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2019,11,4,30,43.0103448275862,1.99896373632914,-2.61682076447296e-17,1448.89,1335.3,788.67,166.5,130.71,110.5,80.83,11.13,1817.482
工作日,中国大陆,1,0,0,1,0,0,1,0,0,0,0,2019,11,4,29,91.2393887945671,3.88156213772327,-0.183379638945504,215.56,180.34,110.55,43.14,35.79,34.29,24.4,3.14,656.49316
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2019,11,4,20,73.1310344827586,2.23834407293537,0.0914193529351235,726.03,716.02,634.66,301.85,35.97,11.33,10.17,1.19,614.7139
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2019,11,4,62,67.428813559322,2.57658311785199,-0.183738801841013,4608.26,5156.68,4078.16,1646.65,1514.88,1402.61,1144.71,302.93,18038.723
工作日,中国大陆,0,1,0,0,0,0,0,0,0,0,0,2019,11,4,28,49.0221088435374,2.12634632829179,0.0,551.9,332.92,168.53,64.57,48.0,40.8,23.82,2.23,544.51117
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2019,11,4,45,69.5170068027211,2.15846436867765,0.0255016368969708,2906.84,3556.67,2797.66,1625.17,1468.52,1342.46,1188.32,935.43,16512.938
工作日,中国大陆/中国香港/加拿大/美国,1,0,0,0,0,0,0,0,1,1,0,2019,11,4,60,86.7309644670051,3.63315388191689,0.0119469310269421,2949.29,4606.71,3422.18,1484.3,1423.35,1301.1,1162.64,890.37,18378.602
春节,中国大陆,0,0,0,0,0,1,0,1,0,0,0,2019,2,1,89,120.63275862069,3.22868089570203,-1.0,19075.19,26087.36,34241.2,38663.49,41883.67,41907.63,34291.64,25946.81,407316.56
春节,中国香港/中国大陆,1,0,1,1,0,0,0,0,0,0,0,2019,2,1,45,54.2366148531952,2.2565431579511,0.0106473225716315,5698.25,1847.33,997.25,468.83,405.91,361.69,274.56,223.01,2867.6404
春节,中国大陆/英国,0,0,0,0,0,0,0,0,0,0,1,2019,2,1,29,43.8186528497409,1.89953953328176,-0.0027993364883374,5884.06,2260.36,1310.32,768.92,584.96,500.59,280.51,179.63,2958.3225
春节,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2019,2,1,62,49.9641638225256,3.48694825283786,-3.92523114670944e-17,7408.94,8356.53,7779.83,6919.23,6392.23,5647.86,4246.37,2946.0,54476.6
春节,中国大陆,0,1,0,0,0,0,1,0,0,0,0,2019,2,1,30,49.9827288428325,1.49836922938131,-0.0087091441850826,6647.9,2946.16,1492.82,742.07,628.14,533.28,341.35,265.97,11817.496
春节,中国大陆,0,0,0,0,0,1,1,0,0,0,0,2019,2,1,31,83.6309523809524,2.68652872555306,0.0884146869257244,41026.25,28719.01,24021.13,19980.16,17529.41,14928.95,11100.54,7868.3,173150.67
工作日,中国台湾/中国大陆,0,0,0,0,1,0,1,0,0,0,0,2019,2,3,35,60.1560891938251,2.06394762006714,0.0595640356541494,9152.06,1516.76,1326.73,1117.18,797.61,831.15,623.13,541.28,15527.068
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2021,3,4,28,46.7517123287671,1.75718568346333,-0.010210217937626,664.43,715.45,402.7,58.23,36.48,28.92,26.42,2.77,639.3997
工作日,中国大陆/中国香港,0,0,0,0,1,0,1,0,0,0,0,2021,3,4,28,49.5528596187175,1.84487843679773,0.0077548150321203,369.44,276.76,232.35,45.7,35.56,32.85,29.39,5.59,1029.2802
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2019,8,4,48,46.4829351535836,2.26261748707691,1.00959393175308,2555.13,1875.21,1402.81,794.13,732.8,566.23,238.58,63.76,11210.112
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,8,4,30,57.1373913043478,2.23317976563073,0.215287820916578,939.22,582.24,370.24,149.09,125.71,108.37,90.17,8.05,518.2477
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,8,4,45,97.1107266435986,3.45004875097696,0.168582075798318,224.08,284.47,330.64,250.96,286.76,289.32,264.86,75.94,720.1612
工作日,中国大陆,1,0,0,0,0,0,0,0,1,1,0,2019,8,3,158,59.1549053356282,4.01243770146664,0.0,584.83,318.39,165.65,129.74,135.19,147.9,66.8,57.03,501.3328
工作日,中国大陆,1,0,0,1,0,0,0,0,0,0,0,2019,8,4,31,56.5675213675214,2.57742393495148,0.0,655.47,431.37,339.9,194.42,158.16,143.43,124.55,11.7,562.75684
工作日,俄罗斯/中国大陆/美国,0,1,0,0,0,0,0,1,0,0,0,2019,8,4,30,44.5930434782609,1.84905516785174,-0.133482003709078,844.0,441.9,269.33,129.38,110.59,82.84,63.84,3.63,545.0212
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,8,4,30,62.589527027027,1.7510540458906,0.0653068144192104,3488.66,1771.7,1238.28,590.34,436.44,355.34,291.65,36.59,836.0195
春节,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2022,2,1,58,34.8581081081081,3.46638127749809,-0.0329638478314377,732.0,346.47,321.51,120.5,111.76,110.81,51.9,39.5,604.66565
休息日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,2,5,114,54.1438596491228,2.63544060975054,-1.15145140419042,1958.48,1432.9,182.44,120.4,100.32,88.49,108.88,546.09,788.6533
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2022,2,0,89,44.5934256055363,2.0368109701523,0.0286821268206599,5869.92,759.48,505.36,379.68,364.88,336.37,261.03,146.28,4453.9766
春节,中国大陆,0,1,0,0,1,0,1,0,0,0,0,2022,2,1,61,74.106529209622,2.78150538622997,0.107222354313867,22735.82,10643.33,6216.01,3415.18,2525.91,1890.3,1035.37,745.94,42304.484
春节,中国大陆/中国香港,1,0,0,0,0,0,0,0,1,1,0,2022,2,1,333,66.9200680272109,3.77451355075055,-0.183069394298639,64113.07,47219.95,43948.33,35855.35,33377.22,28870.56,18889.9,14329.63,335303.62
春节,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2022,2,1,124,57.19795221843,3.32299340836272,-0.205964521052679,10578.66,10576.74,10244.83,9002.76,8323.46,7542.32,5016.04,4084.34,70720.7
春节,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2022,2,1,177,69.3206896551724,2.8934275249707,0.0556536598637439,21428.87,21520.59,24894.81,24710.27,24791.46,21670.6,14130.51,10861.29,222946.61
春节,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2022,2,1,117,55.1589743589744,3.54158526497722,-0.118968096655193,2599.08,1340.75,1265.9,1124.1,1131.55,1240.44,882.19,757.57,11516.338
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2019,1,3,25,66.9724137931034,2.75995326681613,0.18902678125663,1480.14,2935.27,4260.52,3857.01,2056.24,1991.43,1962.58,1907.88,25354.45
工作日,美国/中国大陆,0,1,0,0,0,1,0,1,0,0,0,2019,1,4,57,75.9126712328767,3.22399580802842,-0.0930092607059339,11102.01,16170.56,12700.81,4419.24,3940.95,3575.52,3247.4,4422.9,83709.44
工作日,中国大陆/美国,0,0,0,0,1,0,0,0,0,0,0,2019,1,4,58,86.3701188455009,3.46114984921081,0.121488993055237,1028.4,1454.37,1598.32,972.68,1141.43,1355.56,1521.42,1403.92,32351.176
工作日,中国大陆,0,0,0,0,0,0,0,0,0,0,1,2019,1,4,31,139.254266211604,4.14898527589959,-1.33226762955019e-15,71.26,106.49,132.96,81.46,81.61,73.2,59.04,26.2,617.19855
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2021,7,4,90,100.720067453626,3.16698583415192,0.0496070588959225,5989.72,6958.07,6353.17,3292.26,2827.73,2491.48,2065.48,1693.69,40627.117
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2021,7,4,31,49.6598984771574,2.07303251867917,0.0,536.68,1006.25,959.87,312.07,271.75,240.92,215.29,35.99,1210.1986
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,7,4,62,109.351351351351,3.49429210599721,0.0662725205070884,5198.77,4510.19,3689.26,1795.49,1480.46,1258.99,1041.62,984.68,28565.346
工作日,中国香港/中国大陆,0,1,1,0,0,0,0,0,0,0,0,2021,7,4,93,102.493220338983,3.75154170917891,-0.0452324063659084,5876.0,8169.53,8621.93,4645.82,4127.65,3601.29,3105.77,3362.35,105952.44
休息日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2021,7,5,59,41.1722488038277,4.02095083851715,-0.126762403641522,463.05,271.15,64.08,53.82,45.58,38.96,20.33,81.59,570.12134
休息日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2021,7,5,33,52.7975986277873,1.91795122817391,0.217393065384402,4512.83,3184.54,1585.05,1268.95,1062.11,913.45,547.87,823.92,2301.1614
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,7,4,83,60.1518771331058,3.81097596033805,-0.084266448633737,9389.65,12061.01,13415.84,7341.18,6626.42,6037.06,5292.97,6423.49,119415.53
工作日,中国大陆,1,0,0,0,0,0,0,0,0,1,0,2021,7,3,79,76.7397959183673,4.13230076786008,0.239990299684672,1558.49,1480.72,2160.72,1780.77,745.25,726.92,715.52,661.2,10387.475
工作日,中国大陆,1,0,1,0,0,0,0,0,0,0,0,2021,11,4,42,69.2530329289428,2.30947354771099,0.074446232255286,3978.34,5822.68,2968.05,979.67,899.04,768.91,684.75,934.32,9966.217
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2021,11,4,29,71.1610169491525,2.85260647790359,-0.052597291455547,632.78,1057.52,638.83,267.67,235.85,212.24,143.41,76.54,1460.9265
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,11,4,29,97.9812606473594,2.91884503616194,-0.0512739607170342,302.5,306.4,253.54,93.13,68.96,57.19,43.0,6.03,666.6147
工作日,中国大陆,1,0,0,1,0,0,1,0,0,0,0,2021,11,3,81,88.4550084889644,3.552724065619,0.0,1177.76,2136.83,5151.01,5482.67,2524.73,2410.66,2277.88,2178.78,75927.61
休息日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2018,11,5,40,33.1872852233677,2.64878674978693,0.186592795124727,483.28,504.95,32.57,31.36,27.72,26.24,45.57,492.11,597.4584
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2018,11,4,35,96.3807890222985,3.17474145469679,0.0,1325.88,1450.29,1261.66,649.01,638.29,605.59,569.97,233.94,3252.9236
工作日,中国大陆,1,1,0,0,0,0,0,0,1,0,0,2018,11,4,29,31.8512110726644,1.42315360767279,0.0,489.81,331.22,215.91,104.14,101.87,92.6,88.64,50.55,799.17584
工作日,中国大陆,0,1,0,0,0,0,0,0,1,0,0,2020,3,3,338,29.9931972789116,1.89139905445478,-0.192082948720247,0.0,4826.75,3119.72,3807.95,3948.98,5209.31,5388.17,3588.45,52012.844
休息日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2024,1,5,20,60.2297297297297,2.48434023902198,-0.0747976628395778,265.06,117.5,35.75,31.5,36.93,34.65,29.39,40.21,630.5645
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2024,1,4,28,96.6141868512111,2.8135437567158,0.113969524320714,260.33,350.83,264.09,89.62,79.67,72.59,71.69,60.17,2445.7686
工作日,中国大陆/中国香港,0,1,1,0,0,0,1,0,0,0,0,2024,1,4,48,65.0137221269297,2.56254315235431,0.0353437483108965,2358.73,3488.58,2686.79,1188.48,1004.43,959.54,928.93,1012.56,18205.191
休息日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2024,1,5,34,49.3003355704698,3.38191250740835,-0.15224513031125,1740.41,712.89,13.31,12.13,12.18,13.47,10.41,102.53,839.3068
休息日,中国大陆,0,1,0,0,1,0,0,0,0,0,0,2024,1,5,20,45.6890034364261,1.63828393743715,-0.152098797218245,299.64,130.55,40.71,30.4,23.97,20.03,13.48,26.72,767.2005
休息日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,6,5,47,48.1838487972509,2.06083212611074,-0.155981678444331,2404.4,1477.65,941.75,815.35,747.05,600.74,599.42,617.46,3739.8047
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2022,6,3,56,57.6943005181347,2.19461421800948,-0.0963602535806651,857.92,1860.12,1728.81,1191.5,707.77,652.02,562.56,558.5,7034.275
工作日,中国大陆/中国香港,1,0,0,0,0,0,0,0,0,0,1,2022,6,4,95,79.3050847457627,3.58867183869186,-0.241504274996453,4137.69,8399.94,8948.19,5763.26,6100.14,6421.73,6710.82,7759.54,140577.75
端午节,中国大陆/意大利/德国,0,0,0,0,1,0,0,0,0,0,0,2022,6,4,30,46.9316239316239,1.87894130457833,-0.152259954581633,690.98,374.3,186.87,88.62,70.54,62.91,56.65,14.98,502.5151
休息日,中国大陆/法国,0,0,0,0,0,0,1,1,0,0,0,2020,1,5,110,41.7986463620981,3.33080470256348,0.333333333333333,938.63,550.03,256.16,287.07,268.18,268.83,289.43,400.68,736.6022
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2021,12,4,31,62.5335628227195,2.45133836829058,-0.108199629439796,7836.44,2962.07,1667.1,1064.97,723.18,644.81,598.78,549.48,12898.306
工作日,中国大陆,0,0,0,0,0,0,0,0,1,1,0,2021,12,4,45,47.9947735191638,4.12163393407026,0.122188529313392,542.92,714.45,717.61,653.25,656.45,689.83,408.2,424.92,6701.9014
工作日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2021,12,4,28,62.018675721562,4.04643260307131,0.0185774440237018,67.73,26.66,26.39,6.97,5.13,6.18,7.97,8.81,470.7133
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2021,12,4,45,130.0,3.886089389502,-0.116879878313691,776.8,2207.6,1792.44,378.38,384.15,414.61,443.8,1159.35,21426.762
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2021,12,4,28,68.580204778157,4.15258502466676,-0.0986366785819971,32.38,27.46,24.71,11.84,11.99,11.82,12.69,12.36,574.796
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2021,12,4,31,47.721843003413,2.62407320644317,-0.0705716017252041,26735.21,16664.17,9875.37,5434.96,2337.51,1966.58,1644.98,1848.0,61979.508
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2021,12,4,21,31.8474870017331,1.28166550253004,0.0,721.92,888.17,655.2,330.53,267.58,224.05,207.15,67.01,904.54626
工作日,中国大陆/中国香港,0,1,0,1,0,0,0,0,0,0,0,2018,7,4,48,79.9313893653516,3.38371928484993,0.0,11012.72,10084.32,8572.26,4194.93,3712.26,3397.11,3040.99,2038.84,45836.188
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2018,7,3,87,78.73756432247,4.12822187489025,0.0,15974.99,24136.36,38567.83,38595.64,20707.35,17657.25,14771.5,13144.37,250580.08
休息日,美国/西班牙/中国大陆/韩国/中国香港,0,0,0,0,0,0,1,1,0,0,0,2018,7,5,36,32.9305882352941,2.34268858202245,0.0,1461.46,1060.36,325.81,294.42,288.43,286.04,118.87,375.56,745.59015
工作日,中国大陆,1,1,0,0,0,0,1,0,0,0,0,2018,7,4,30,85.1026086956522,3.01253033933294,-0.0216646024701008,12217.8,10691.32,8630.55,4313.2,3759.19,3330.11,2932.8,2091.8,39271.668
劳动节,中国台湾/中国大陆,0,0,0,0,1,0,0,0,0,0,0,2019,5,2,30,29.4142614601019,1.17508332649269,-0.0119683732711866,4872.66,2425.92,1600.71,1003.62,640.73,467.73,390.5,332.28,8074.8887
工作日,中国台湾,1,0,0,0,0,0,0,0,0,0,0,2019,5,4,34,59.725834797891,3.59132023917815,-0.0314504783474803,1031.34,1151.32,839.7,321.66,251.72,214.12,190.8,126.81,1259.2306
工作日,中国大陆/印度/中国香港/美国,1,0,0,0,0,0,1,0,0,0,1,2019,5,4,30,50.7585616438356,3.58456699443467,0.0,1916.27,3120.19,2708.31,2450.14,1075.61,889.74,785.69,784.23,9133.033
工作日,中国大陆,1,0,0,0,0,0,0,0,0,1,0,2019,5,2,79,37.4242424242424,2.81128833989431,-0.268503427616878,50.29,24.45,45.7,9.9,14.86,19.22,29.35,41.96,557.41315
工作日,中国大陆,1,0,0,0,0,0,0,0,0,1,0,2019,5,4,50,64.928813559322,3.44229846425978,-1.26351283597803e-16,186.16,72.11,83.4,33.69,33.35,34.44,37.0,40.96,867.29865
工作日,美国/日本/中国大陆/加拿大,0,1,0,0,0,1,0,1,0,0,0,2019,5,4,60,87.6752136752137,3.06195446428089,0.295585255722586,13555.03,21013.06,11326.56,3726.36,3044.45,2794.01,2464.09,6478.89,78669.516
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,3,4,30,114.32252559727,3.9128999009099,-0.142857142857143,232.51,205.38,154.8,72.64,58.06,46.96,44.19,11.81,573.32294
工作日,美国/中国大陆,1,0,0,0,0,0,1,0,0,0,0,2019,3,4,60,106.096054888508,4.09799801200664,-0.0603582905030071,2537.8,4647.37,4300.66,1901.69,1960.12,1972.52,1875.42,3312.45,31404.75
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,3,4,70,69.0655172413793,2.75204199281375,-0.0324713426448041,1691.91,3152.31,2990.92,1377.78,1392.29,1435.41,1394.61,1429.75,19974.357
工作日,中国台湾,0,0,0,0,1,0,0,0,0,0,0,2019,3,3,60,58.1213171577123,1.93795512182892,-0.316137039123812,1982.86,5341.44,11972.57,14066.92,10248.92,7958.75,6440.53,4869.53,72922.88
工作日,中国大陆/中国香港,0,1,0,0,0,0,1,1,0,0,0,2012,12,3,70,39.0495726495727,2.8987922237324,-0.0897653767257832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67396.83
工作日,中国大陆/美国,0,1,0,0,0,1,0,0,0,0,0,2020,7,4,42,48.9659284497445,2.44716811022977,0.130807597061003,519.14,717.26,718.06,388.05,344.8,306.9,284.22,164.46,1228.8011
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2020,7,4,27,62.9576988155668,2.85752375097625,-0.332454381266619,949.26,729.01,437.32,104.57,84.67,71.66,59.26,25.31,642.249
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2020,7,0,31,76.9982332155477,3.47802305235482,-0.166666666666667,152.12,99.49,64.04,43.18,27.48,27.03,22.28,6.71,678.8691
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2023,2,1,28,23.4419410745234,1.11710452971783,-0.0194249485291017,1801.58,91.6,47.22,13.59,14.59,10.36,5.86,5.15,512.8845
工作日,中国香港/中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,2,4,84,102.022184300341,3.48185563876585,0.0,1364.05,2174.99,1925.11,815.86,765.98,696.26,624.3,776.73,8474.099
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2023,2,1,45,47.0085178875639,2.85888441556008,-0.0302202303754197,3603.61,282.49,233.96,106.03,201.45,143.42,69.67,70.82,718.8745
休息日,中国香港/中国大陆,1,1,1,0,0,0,0,0,0,0,0,2023,2,6,46,105.956672443674,2.81460384355698,0.348381779558746,1487.43,421.22,174.76,146.1,135.98,147.47,193.23,164.77,671.3218
